"district","county","subcounty","parish","year","school_name","ownership","gender","grade","value","location_code","facility_id"
"Masindi","Bujenje","Bwijanga","Kahembe","2020","Bulima Valley Primary School","Government","Male","Division X","0.0","D02S13P02","bulima-valley-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2020","Bulima Valley Primary School","Government","Female","Division X","0.0","D02S13P02","bulima-valley-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Isagara Primary School","Government","Male","Division 1","2.0","D02S12P01","isagara-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Isagara Primary School","Government","Female","Division 1","0.0","D02S12P01","isagara-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Isagara Primary School","Government","Male","Division 2","21.0","D02S12P01","isagara-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Isagara Primary School","Government","Female","Division 2","20.0","D02S12P01","isagara-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Isagara Primary School","Government","Male","Division 3","0.0","D02S12P01","isagara-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Isagara Primary School","Government","Female","Division 3","1.0","D02S12P01","isagara-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Isagara Primary School","Government","Male","Division 4","0.0","D02S12P01","isagara-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Isagara Primary School","Government","Female","Division 4","0.0","D02S12P01","isagara-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Isagara Primary School","Government","Male","Division U","0.0","D02S12P01","isagara-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Isagara Primary School","Government","Female","Division U","0.0","D02S12P01","isagara-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Isagara Primary School","Government","Male","Division X","0.0","D02S12P01","isagara-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Isagara Primary School","Government","Female","Division X","0.0","D02S12P01","isagara-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kabango Ward","2020","Kabango Primary School","Government","Male","Division 1","2.0","D02S20P01","kabango-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kabango Ward","2020","Kabango Primary School","Government","Female","Division 1","1.0","D02S20P01","kabango-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kabango Ward","2020","Kabango Primary School","Government","Male","Division 2","39.0","D02S20P01","kabango-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kabango Ward","2020","Kabango Primary School","Government","Female","Division 2","32.0","D02S20P01","kabango-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kabango Ward","2020","Kabango Primary School","Government","Male","Division 3","4.0","D02S20P01","kabango-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kabango Ward","2020","Kabango Primary School","Government","Female","Division 3","3.0","D02S20P01","kabango-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kabango Ward","2020","Kabango Primary School","Government","Male","Division 4","1.0","D02S20P01","kabango-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kabango Ward","2020","Kabango Primary School","Government","Female","Division 4","0.0","D02S20P01","kabango-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kabango Ward","2020","Kabango Primary School","Government","Male","Division U","0.0","D02S20P01","kabango-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kabango Ward","2020","Kabango Primary School","Government","Female","Division U","0.0","D02S20P01","kabango-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kabango Ward","2020","Kabango Primary School","Government","Male","Division X","0.0","D02S20P01","kabango-primary-school_masindi"
"Masindi","Bujenje","Kabango Town Council","Kabango Ward","2020","Kabango Primary School","Government","Female","Division X","0.0","D02S20P01","kabango-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kiruli","2020","Kitanyata Primary School","Government","Male","Division 1","0.0","D02S19P01","kitanyata-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kiruli","2020","Kitanyata Primary School","Government","Female","Division 1","1.0","D02S19P01","kitanyata-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kiruli","2020","Kitanyata Primary School","Government","Male","Division 2","19.0","D02S19P01","kitanyata-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kiruli","2020","Kitanyata Primary School","Government","Female","Division 2","39.0","D02S19P01","kitanyata-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kiruli","2020","Kitanyata Primary School","Government","Male","Division 3","2.0","D02S19P01","kitanyata-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kiruli","2020","Kitanyata Primary School","Government","Female","Division 3","2.0","D02S19P01","kitanyata-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kiruli","2020","Kitanyata Primary School","Government","Male","Division 4","0.0","D02S19P01","kitanyata-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kiruli","2020","Kitanyata Primary School","Government","Female","Division 4","0.0","D02S19P01","kitanyata-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kiruli","2020","Kitanyata Primary School","Government","Male","Division U","0.0","D02S19P01","kitanyata-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kiruli","2020","Kitanyata Primary School","Government","Female","Division U","0.0","D02S19P01","kitanyata-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kiruli","2020","Kitanyata Primary School","Government","Male","Division X","0.0","D02S19P01","kitanyata-primary-school_masindi"
"Masindi","Buruli","Kiruli","Kiruli","2020","Kitanyata Primary School","Government","Female","Division X","2.0","D02S19P01","kitanyata-primary-school_masindi"
"Masindi","Buruli","Labongo","Kasenyi","2020","Bokwe Primary School","Government","Male","Division 1","1.0","D02S07P02","bokwe-primary-school_masindi"
"Masindi","Buruli","Labongo","Kasenyi","2020","Bokwe Primary School","Government","Female","Division 1","1.0","D02S07P02","bokwe-primary-school_masindi"
"Masindi","Buruli","Labongo","Kasenyi","2020","Bokwe Primary School","Government","Male","Division 2","15.0","D02S07P02","bokwe-primary-school_masindi"
"Masindi","Buruli","Labongo","Kasenyi","2020","Bokwe Primary School","Government","Female","Division 2","22.0","D02S07P02","bokwe-primary-school_masindi"
"Masindi","Buruli","Labongo","Kasenyi","2020","Bokwe Primary School","Government","Male","Division 3","2.0","D02S07P02","bokwe-primary-school_masindi"
"Masindi","Buruli","Labongo","Kasenyi","2020","Bokwe Primary School","Government","Female","Division 3","6.0","D02S07P02","bokwe-primary-school_masindi"
"Masindi","Buruli","Labongo","Kasenyi","2020","Bokwe Primary School","Government","Male","Division 4","0.0","D02S07P02","bokwe-primary-school_masindi"
"Masindi","Buruli","Labongo","Kasenyi","2020","Bokwe Primary School","Government","Female","Division 4","1.0","D02S07P02","bokwe-primary-school_masindi"
"Masindi","Buruli","Labongo","Kasenyi","2020","Bokwe Primary School","Government","Male","Division U","0.0","D02S07P02","bokwe-primary-school_masindi"
"Masindi","Buruli","Labongo","Kasenyi","2020","Bokwe Primary School","Government","Female","Division U","1.0","D02S07P02","bokwe-primary-school_masindi"
"Masindi","Buruli","Labongo","Kasenyi","2020","Bokwe Primary School","Government","Male","Division X","0.0","D02S07P02","bokwe-primary-school_masindi"
"Masindi","Buruli","Labongo","Kasenyi","2020","Bokwe Primary School","Government","Female","Division X","0.0","D02S07P02","bokwe-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2020","Kinuuma Primary School","Government","Male","Division 1","0.0","D02S03P02","kinuuma-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2020","Kinuuma Primary School","Government","Female","Division 1","1.0","D02S03P02","kinuuma-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2020","Kinuuma Primary School","Government","Male","Division 2","15.0","D02S03P02","kinuuma-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2020","Kinuuma Primary School","Government","Female","Division 2","17.0","D02S03P02","kinuuma-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2020","Kinuuma Primary School","Government","Male","Division 3","3.0","D02S03P02","kinuuma-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2020","Kinuuma Primary School","Government","Female","Division 3","4.0","D02S03P02","kinuuma-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2020","Kinuuma Primary School","Government","Male","Division 4","0.0","D02S03P02","kinuuma-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2020","Kinuuma Primary School","Government","Female","Division 4","3.0","D02S03P02","kinuuma-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2020","Kinuuma Primary School","Government","Male","Division U","0.0","D02S03P02","kinuuma-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2020","Kinuuma Primary School","Government","Female","Division U","0.0","D02S03P02","kinuuma-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2020","Kinuuma Primary School","Government","Male","Division X","0.0","D02S03P02","kinuuma-primary-school_masindi"
"Masindi","Buruli","Miirya","Bigando","2020","Kinuuma Primary School","Government","Female","Division X","0.0","D02S03P02","kinuuma-primary-school_masindi"
"Masindi","Bujenje","Budongo","Nyabyeya","2020","Nyabyeya Primary School","Government","Male","Division 1","1.0","D02S22P04","nyabyeya-primary-school_masindi"
"Masindi","Bujenje","Budongo","Nyabyeya","2020","Nyabyeya Primary School","Government","Female","Division 1","0.0","D02S22P04","nyabyeya-primary-school_masindi"
"Masindi","Bujenje","Budongo","Nyabyeya","2020","Nyabyeya Primary School","Government","Male","Division 2","26.0","D02S22P04","nyabyeya-primary-school_masindi"
"Masindi","Bujenje","Budongo","Nyabyeya","2020","Nyabyeya Primary School","Government","Female","Division 2","18.0","D02S22P04","nyabyeya-primary-school_masindi"
"Masindi","Bujenje","Budongo","Nyabyeya","2020","Nyabyeya Primary School","Government","Male","Division 3","4.0","D02S22P04","nyabyeya-primary-school_masindi"
"Masindi","Bujenje","Budongo","Nyabyeya","2020","Nyabyeya Primary School","Government","Female","Division 3","12.0","D02S22P04","nyabyeya-primary-school_masindi"
"Masindi","Bujenje","Budongo","Nyabyeya","2020","Nyabyeya Primary School","Government","Male","Division 4","0.0","D02S22P04","nyabyeya-primary-school_masindi"
"Masindi","Bujenje","Budongo","Nyabyeya","2020","Nyabyeya Primary School","Government","Female","Division 4","1.0","D02S22P04","nyabyeya-primary-school_masindi"
"Masindi","Bujenje","Budongo","Nyabyeya","2020","Nyabyeya Primary School","Government","Male","Division U","0.0","D02S22P04","nyabyeya-primary-school_masindi"
"Masindi","Bujenje","Budongo","Nyabyeya","2020","Nyabyeya Primary School","Government","Female","Division U","1.0","D02S22P04","nyabyeya-primary-school_masindi"
"Masindi","Bujenje","Budongo","Nyabyeya","2020","Nyabyeya Primary School","Government","Male","Division X","0.0","D02S22P04","nyabyeya-primary-school_masindi"
"Masindi","Bujenje","Budongo","Nyabyeya","2020","Nyabyeya Primary School","Government","Female","Division X","0.0","D02S22P04","nyabyeya-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2020","Kinumi Primary School","Government","Male","Division 1","4.0","D02S03P04","kinumi-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2020","Kinumi Primary School","Government","Female","Division 1","1.0","D02S03P04","kinumi-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2020","Kinumi Primary School","Government","Male","Division 2","23.0","D02S03P04","kinumi-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2020","Kinumi Primary School","Government","Female","Division 2","18.0","D02S03P04","kinumi-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2020","Kinumi Primary School","Government","Male","Division 3","6.0","D02S03P04","kinumi-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2020","Kinumi Primary School","Government","Female","Division 3","10.0","D02S03P04","kinumi-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2020","Kinumi Primary School","Government","Male","Division 4","1.0","D02S03P04","kinumi-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2020","Kinumi Primary School","Government","Female","Division 4","5.0","D02S03P04","kinumi-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2020","Kinumi Primary School","Government","Male","Division U","0.0","D02S03P04","kinumi-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2020","Kinumi Primary School","Government","Female","Division U","0.0","D02S03P04","kinumi-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2020","Kinumi Primary School","Government","Male","Division X","0.0","D02S03P04","kinumi-primary-school_masindi"
"Masindi","Buruli","Miirya","Kiguulya","2020","Kinumi Primary School","Government","Female","Division X","0.0","D02S03P04","kinumi-primary-school_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2020","St Paul Primary School Pakanyi","Government","Male","Division 1","0.0","D02S05P02","st-paul-primary-school-pakanyi_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2020","St Paul Primary School Pakanyi","Government","Female","Division 1","2.0","D02S05P02","st-paul-primary-school-pakanyi_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2020","St Paul Primary School Pakanyi","Government","Male","Division 2","15.0","D02S05P02","st-paul-primary-school-pakanyi_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2020","St Paul Primary School Pakanyi","Government","Female","Division 2","13.0","D02S05P02","st-paul-primary-school-pakanyi_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2020","St Paul Primary School Pakanyi","Government","Male","Division 3","5.0","D02S05P02","st-paul-primary-school-pakanyi_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2020","St Paul Primary School Pakanyi","Government","Female","Division 3","6.0","D02S05P02","st-paul-primary-school-pakanyi_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2020","St Paul Primary School Pakanyi","Government","Male","Division 4","1.0","D02S05P02","st-paul-primary-school-pakanyi_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2020","St Paul Primary School Pakanyi","Government","Female","Division 4","1.0","D02S05P02","st-paul-primary-school-pakanyi_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2020","St Paul Primary School Pakanyi","Government","Male","Division U","0.0","D02S05P02","st-paul-primary-school-pakanyi_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2020","St Paul Primary School Pakanyi","Government","Female","Division U","1.0","D02S05P02","st-paul-primary-school-pakanyi_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2020","St Paul Primary School Pakanyi","Government","Male","Division X","0.0","D02S05P02","st-paul-primary-school-pakanyi_masindi"
"Masindi","Buruli","Pakanyi","Kyakamese Central","2020","St Paul Primary School Pakanyi","Government","Female","Division X","0.0","D02S05P02","st-paul-primary-school-pakanyi_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2020","Bulima Primary School","Government","Male","Division 1","2.0","D02S13P02","bulima-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2020","Bulima Primary School","Government","Female","Division 1","1.0","D02S13P02","bulima-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2020","Bulima Primary School","Government","Male","Division 2","37.0","D02S13P02","bulima-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2020","Bulima Primary School","Government","Female","Division 2","51.0","D02S13P02","bulima-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2020","Bulima Primary School","Government","Male","Division 3","8.0","D02S13P02","bulima-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2020","Bulima Primary School","Government","Female","Division 3","19.0","D02S13P02","bulima-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2020","Bulima Primary School","Government","Male","Division 4","1.0","D02S13P02","bulima-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2020","Bulima Primary School","Government","Female","Division 4","3.0","D02S13P02","bulima-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2020","Bulima Primary School","Government","Male","Division U","3.0","D02S13P02","bulima-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2020","Bulima Primary School","Government","Female","Division U","2.0","D02S13P02","bulima-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2020","Bulima Primary School","Government","Male","Division X","0.0","D02S13P02","bulima-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Kahembe","2020","Bulima Primary School","Government","Female","Division X","0.0","D02S13P02","bulima-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2020","Nyantonzi Primary School","Government","Male","Division 1","1.0","D02S16P01","nyantonzi-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2020","Nyantonzi Primary School","Government","Female","Division 1","1.0","D02S16P01","nyantonzi-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2020","Nyantonzi Primary School","Government","Male","Division 2","9.0","D02S16P01","nyantonzi-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2020","Nyantonzi Primary School","Government","Female","Division 2","10.0","D02S16P01","nyantonzi-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2020","Nyantonzi Primary School","Government","Male","Division 3","6.0","D02S16P01","nyantonzi-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2020","Nyantonzi Primary School","Government","Female","Division 3","7.0","D02S16P01","nyantonzi-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2020","Nyantonzi Primary School","Government","Male","Division 4","0.0","D02S16P01","nyantonzi-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2020","Nyantonzi Primary School","Government","Female","Division 4","1.0","D02S16P01","nyantonzi-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2020","Nyantonzi Primary School","Government","Male","Division U","0.0","D02S16P01","nyantonzi-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2020","Nyantonzi Primary School","Government","Female","Division U","0.0","D02S16P01","nyantonzi-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2020","Nyantonzi Primary School","Government","Male","Division X","0.0","D02S16P01","nyantonzi-primary-school_masindi"
"Masindi","Bujenje","Nyantonzi","Nyantonzi","2020","Nyantonzi Primary School","Government","Female","Division X","0.0","D02S16P01","nyantonzi-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Rukondwa Primary School","Government","Male","Division 1","1.0","D02S12P03","rukondwa-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Rukondwa Primary School","Government","Female","Division 1","0.0","D02S12P03","rukondwa-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Rukondwa Primary School","Government","Male","Division 2","5.0","D02S12P03","rukondwa-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Rukondwa Primary School","Government","Female","Division 2","7.0","D02S12P03","rukondwa-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Rukondwa Primary School","Government","Male","Division 3","2.0","D02S12P03","rukondwa-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Rukondwa Primary School","Government","Female","Division 3","3.0","D02S12P03","rukondwa-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Rukondwa Primary School","Government","Male","Division 4","1.0","D02S12P03","rukondwa-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Rukondwa Primary School","Government","Female","Division 4","1.0","D02S12P03","rukondwa-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Rukondwa Primary School","Government","Male","Division U","0.0","D02S12P03","rukondwa-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Rukondwa Primary School","Government","Female","Division U","0.0","D02S12P03","rukondwa-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Rukondwa Primary School","Government","Male","Division X","0.0","D02S12P03","rukondwa-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Rukondwa","2020","Rukondwa Primary School","Government","Female","Division X","0.0","D02S12P03","rukondwa-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Ntoma","2020","Ntooma Primary School","Government","Male","Division 1","0.0","D02S13P04","ntooma-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Ntoma","2020","Ntooma Primary School","Government","Female","Division 1","0.0","D02S13P04","ntooma-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Ntoma","2020","Ntooma Primary School","Government","Male","Division 2","18.0","D02S13P04","ntooma-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Ntoma","2020","Ntooma Primary School","Government","Female","Division 2","25.0","D02S13P04","ntooma-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Ntoma","2020","Ntooma Primary School","Government","Male","Division 3","5.0","D02S13P04","ntooma-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Ntoma","2020","Ntooma Primary School","Government","Female","Division 3","5.0","D02S13P04","ntooma-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Ntoma","2020","Ntooma Primary School","Government","Male","Division 4","1.0","D02S13P04","ntooma-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Ntoma","2020","Ntooma Primary School","Government","Female","Division 4","4.0","D02S13P04","ntooma-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Ntoma","2020","Ntooma Primary School","Government","Male","Division U","0.0","D02S13P04","ntooma-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Ntoma","2020","Ntooma Primary School","Government","Female","Division U","1.0","D02S13P04","ntooma-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Ntoma","2020","Ntooma Primary School","Government","Male","Division X","1.0","D02S13P04","ntooma-primary-school_masindi"
"Masindi","Bujenje","Bwijanga","Ntoma","2020","Ntooma Primary School","Government","Female","Division X","0.0","D02S13P04","ntooma-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kibangya","2020","Kayera Primary School","Government","Male","Division 1","5.0","D02S10P02","kayera-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kibangya","2020","Kayera Primary School","Government","Female","Division 1","3.0","D02S10P02","kayera-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kibangya","2020","Kayera Primary School","Government","Male","Division 2","14.0","D02S10P02","kayera-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kibangya","2020","Kayera Primary School","Government","Female","Division 2","15.0","D02S10P02","kayera-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kibangya","2020","Kayera Primary School","Government","Male","Division 3","6.0","D02S10P02","kayera-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kibangya","2020","Kayera Primary School","Government","Female","Division 3","14.0","D02S10P02","kayera-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kibangya","2020","Kayera Primary School","Government","Male","Division 4","0.0","D02S10P02","kayera-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kibangya","2020","Kayera Primary School","Government","Female","Division 4","3.0","D02S10P02","kayera-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kibangya","2020","Kayera Primary School","Government","Male","Division U","0.0","D02S10P02","kayera-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kibangya","2020","Kayera Primary School","Government","Female","Division U","2.0","D02S10P02","kayera-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kibangya","2020","Kayera Primary School","Government","Male","Division X","1.0","D02S10P02","kayera-primary-school_masindi"
"Masindi","Buruli","Kimengo","Kibangya","2020","Kayera Primary School","Government","Female","Division X","0.0","D02S10P02","kayera-primary-school_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Masindi Centre For The Handcapped","Government","Male","Division 1","0.0","D02S12P01","masindi-centre-for-the-handcapped_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Masindi Centre For The Handcapped","Government","Female","Division 1","0.0","D02S12P01","masindi-centre-for-the-handcapped_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Masindi Centre For The Handcapped","Government","Male","Division 2","8.0","D02S12P01","masindi-centre-for-the-handcapped_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Masindi Centre For The Handcapped","Government","Female","Division 2","13.0","D02S12P01","masindi-centre-for-the-handcapped_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Masindi Centre For The Handcapped","Government","Male","Division 3","2.0","D02S12P01","masindi-centre-for-the-handcapped_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Masindi Centre For The Handcapped","Government","Female","Division 3","5.0","D02S12P01","masindi-centre-for-the-handcapped_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Masindi Centre For The Handcapped","Government","Male","Division 4","2.0","D02S12P01","masindi-centre-for-the-handcapped_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Masindi Centre For The Handcapped","Government","Female","Division 4","2.0","D02S12P01","masindi-centre-for-the-handcapped_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Masindi Centre For The Handcapped","Government","Male","Division U","0.0","D02S12P01","masindi-centre-for-the-handcapped_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Masindi Centre For The Handcapped","Government","Female","Division U","0.0","D02S12P01","masindi-centre-for-the-handcapped_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Masindi Centre For The Handcapped","Government","Male","Division X","0.0","D02S12P01","masindi-centre-for-the-handcapped_masindi"
"Masindi","Bujenje","Bikonzi","Bikonzi","2020","Masindi Centre For The Handcapped","Government","Female","Division X","0.0","D02S12P01","masindi-centre-for-the-handcapped_masindi"
"Masindi","Buruli","Miirya","Isimba","2020","Kyabaswa Primary School","Government","Male","Division 1","0.0","D02S03P03","kyabaswa-primary-school_masindi"
"Masindi","Buruli","Miirya","Isimba","2020","Kyabaswa Primary School","Government","Female","Division 1","0.0","D02S03P03","kyabaswa-primary-school_masindi"
"Masindi","Buruli","Miirya","Isimba","2020","Kyabaswa Primary School","Government","Male","Division 2","5.0","D02S03P03","kyabaswa-primary-school_masindi"
"Masindi","Buruli","Miirya","Isimba","2020","Kyabaswa Primary School","Government","Female","Division 2","5.0","D02S03P03","kyabaswa-primary-school_masindi"
"Masindi","Buruli","Miirya","Isimba","2020","Kyabaswa Primary School","Government","Male","Division 3","4.0","D02S03P03","kyabaswa-primary-school_masindi"
"Masindi","Buruli","Miirya","Isimba","2020","Kyabaswa Primary School","Government","Female","Division 3","2.0","D02S03P03","kyabaswa-primary-school_masindi"
"Masindi","Buruli","Miirya","Isimba","2020","Kyabaswa Primary School","Government","Male","Division 4","1.0","D02S03P03","kyabaswa-primary-school_masindi"
"Masindi","Buruli","Miirya","Isimba","2020","Kyabaswa Primary School","Government","Female","Division 4","0.0","D02S03P03","kyabaswa-primary-school_masindi"
"Masindi","Buruli","Miirya","Isimba","2020","Kyabaswa Primary School","Government","Male","Division U","0.0","D02S03P03","kyabaswa-primary-school_masindi"
"Masindi","Buruli","Miirya","Isimba","2020","Kyabaswa Primary School","Government","Female","Division U","0.0","D02S03P03","kyabaswa-primary-school_masindi"
"Masindi","Buruli","Miirya","Isimba","2020","Kyabaswa Primary School","Government","Male","Division X","0.0","D02S03P03","kyabaswa-primary-school_masindi"
"Masindi","Buruli","Miirya","Isimba","2020","Kyabaswa Primary School","Government","Female","Division X","0.0","D02S03P03","kyabaswa-primary-school_masindi"
